condition,drugName,rating,usefulCount
Depression,Lexapro,3,28
Depression,Pristiq,8,73
Birth Control,Levonorgestrel,10,19
Birth Control,Mirena,1,0
"Diabetes, Type 2",Invokana,1,0
High Blood Pressure,Bystolic,9,18
Birth Control,Etonogestrel,9,11
"Diabetes, Type 2",Liraglutide,10,87
Birth Control,Ethinyl estradiol / levonorgestrel,6,21
Birth Control,Depo-Provera,4,14
Depression,Methylphenidate,8,86
Birth Control,Apri,6,4
Birth Control,Levonorgestrel,6,4
Birth Control,Lyza,1,3
Birth Control,Ortho Evra,9,8
Birth Control,Ethinyl estradiol / etonogestrel,9,7
Birth Control,Etonogestrel,8,1
Birth Control,Previfem,9,1
Birth Control,Ortho Tri-Cyclen Lo,10,15
Birth Control,Skyla,10,4
Birth Control,Etonogestrel,9,2
Birth Control,Tri-Sprintec,10,119
Birth Control,Ethinyl estradiol / levonorgestrel,2,16
Birth Control,Mononessa,8,5
Depression,Effexor,10,74
Depression,Venlafaxine,2,39
Birth Control,Microgestin 1 / 20,2,0
Birth Control,Norethindrone,1,8
Depression,Effexor,1,15
Birth Control,Ethinyl estradiol / norgestimate,4,5
Depression,Aripiprazole,6,35
Depression,Duloxetine,3,19
Birth Control,Ethinyl estradiol / levonorgestrel,10,4
Birth Control,Levonorgestrel,4,3
Birth Control,Nora-Be,2,7
Birth Control,Liletta,8,4
Birth Control,Etonogestrel,10,2
Birth Control,Yaz,9,14
High Blood Pressure,Toprol-XL,9,167
Depression,Celexa,10,31
Depression,Effexor,3,13
Birth Control,Ethinyl estradiol / etonogestrel,4,11
Birth Control,Minastrin 24 Fe,2,1
Birth Control,Ethinyl estradiol / norethindrone,1,7
Birth Control,Lutera,7,5
Depression,Effexor XR,1,13
Birth Control,Implanon,10,6
Depression,Desvenlafaxine,1,27
Birth Control,Ethinyl estradiol / norgestimate,7,4
Birth Control,Loestrin 24 Fe,3,2
Birth Control,Ethinyl estradiol / levonorgestrel,4,2
Birth Control,Apri,8,5
Birth Control,Implanon,5,0
Birth Control,Ethinyl estradiol / norethindrone,5,34
Depression,Bupropion,10,48
High Blood Pressure,Olmesartan,10,40
High Blood Pressure,Irbesartan,1,28
"Diabetes, Type 2",Liraglutide,10,45
"Diabetes, Type 2",Exenatide,10,32
Depression,Pristiq,9,10
Birth Control,Etonogestrel,5,2
Birth Control,Levonorgestrel,6,2
Birth Control,Levonorgestrel,9,6
"Diabetes, Type 2",Liraglutide,7,46
Depression,Escitalopram,8,79
Birth Control,Aviane,8,5
Depression,Fluoxetine,7,24
Birth Control,Levora,7,3
Birth Control,Lutera,10,17
Depression,Sertraline,10,22
High Blood Pressure,Chlorthalidone,1,23
Depression,Cymbalta,5,24
Birth Control,Ethinyl estradiol / norgestimate,1,9
Birth Control,Etonogestrel,1,2
Depression,Remeron,8,205
Depression,Remeron,9,43
Birth Control,Levonorgestrel,5,7
Birth Control,Mononessa,4,0
Birth Control,Ethinyl estradiol / levonorgestrel,8,4
"Diabetes, Type 2",Afrezza,1,8
Birth Control,Levonorgestrel,4,6
Birth Control,Norethindrone,9,9
High Blood Pressure,Losartan,9,41
Birth Control,Ethinyl estradiol / levonorgestrel,10,4
Birth Control,Ethinyl estradiol / norethindrone,8,3
Birth Control,Tri-Sprintec,8,4
"Diabetes, Type 2",Invokana,10,75
Birth Control,Etonogestrel,1,10
Birth Control,Etonogestrel,10,7
Birth Control,Previfem,2,2
Birth Control,Mirena,7,2
High Blood Pressure,Valsartan,6,14
Birth Control,Ethinyl estradiol / levonorgestrel,8,3
Birth Control,Levonorgestrel,10,1
Birth Control,Ethinyl estradiol / norethindrone,8,7
Birth Control,Levonorgestrel,9,1
Depression,Desvenlafaxine,8,11
Birth Control,Junel Fe 1 / 20,10,0
Birth Control,Yaz,8,4
Depression,Wellbutrin SR,6,11
Birth Control,ParaGard,10,7
Depression,Vilazodone,2,22
Depression,Bupropion,9,106
Depression,Sertraline,8,47
Birth Control,Nexplanon,7,0
Birth Control,Levonorgestrel,10,5
Depression,Duloxetine,1,32
Birth Control,Ethinyl estradiol / norgestimate,1,1
Birth Control,Zarah,8,20
Birth Control,Levonorgestrel,5,42
Birth Control,Kyleena,10,0
High Blood Pressure,Benicar HCT,5,7
Depression,Sertraline,10,113
Birth Control,Kyleena,9,7
Depression,Brexpiprazole,10,13
Birth Control,Lo Loestrin Fe,1,7
"Diabetes, Type 2",Sitagliptin,9,46
Depression,Brexpiprazole,4,22
Birth Control,Copper,10,14
Birth Control,Etonogestrel,5,10
Birth Control,ParaGard,10,11
Birth Control,Ethinyl estradiol / etonogestrel,10,14
Birth Control,Ethinyl estradiol / norgestrel,1,5
Birth Control,Lo Loestrin Fe,9,24
"Diabetes, Type 2",Invokana,1,26
Birth Control,Lo Loestrin Fe,4,5
Birth Control,Mirena,9,2
Birth Control,Xulane,3,4
Birth Control,Levonorgestrel,9,1
High Blood Pressure,Doxazosin,10,27
Depression,Venlafaxine,10,143
Depression,Sertraline,10,237
Birth Control,NuvaRing,5,2
Birth Control,Ethinyl estradiol / norelgestromin,4,9
Birth Control,NuvaRing,9,17
Depression,Duloxetine,10,254
Birth Control,Ethinyl estradiol / norgestimate,4,4
"Diabetes, Type 2",Invokana,1,9
"Diabetes, Type 2",Jardiance,7,24
Birth Control,Ortho Tri-Cyclen Lo,5,1
Birth Control,ParaGard,4,5
Birth Control,Ethinyl estradiol / norgestimate,6,23
Birth Control,Ethinyl estradiol / levonorgestrel,1,15
Birth Control,Heather,9,23
High Blood Pressure,Amlodipine,9,127
Birth Control,Copper,3,0
"Diabetes, Type 2",Januvia,1,157
Birth Control,Kyleena,5,8
Birth Control,Etonogestrel,8,4
Birth Control,Ethinyl estradiol / etonogestrel,10,0
Depression,S-adenosylmethionine,9,6
Birth Control,Apri,3,1
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,9,0
Birth Control,Orsythia,3,7
Birth Control,Aviane,4,1
Birth Control,Ethinyl estradiol / levonorgestrel,1,4
Birth Control,Levonorgestrel,3,12
Birth Control,Depo-Provera,5,5
Birth Control,Ethinyl estradiol / norethindrone,6,4
Birth Control,Ethinyl estradiol / norgestimate,1,10
Birth Control,Desogestrel / ethinyl estradiol,5,0
Birth Control,Apri,7,0
Birth Control,Ethinyl estradiol / norethindrone,10,15
Birth Control,Ethinyl estradiol / etonogestrel,7,2
Birth Control,Ethinyl estradiol / norgestimate,9,20
Birth Control,Kyleena,2,1
Birth Control,Ethinyl estradiol / norethindrone,9,6
Birth Control,Yaz,9,3
Birth Control,Copper,10,8
Birth Control,Seasonique,4,8
Birth Control,Ethinyl estradiol / levonorgestrel,7,10
Birth Control,Loestrin Fe 1.5 / 30,8,0
Depression,Venlafaxine,1,15
Depression,Lexapro,9,32
Birth Control,Implanon,1,4
Birth Control,Drospirenone / ethinyl estradiol,2,43
Birth Control,Ethinyl estradiol / levonorgestrel,6,0
Birth Control,Mirena,6,22
Birth Control,Ethinyl estradiol / levonorgestrel,3,9
Birth Control,Ethinyl estradiol / levonorgestrel,8,27
Depression,Venlafaxine,10,42
Depression,Venlafaxine,10,15
Depression,Trintellix,9,100
Birth Control,Medroxyprogesterone,10,7
Birth Control,Kyleena,9,2
Birth Control,Ethinyl estradiol / levonorgestrel,10,8
Birth Control,Levonorgestrel,9,7
Birth Control,Gildess Fe 1 / 20,10,3
Birth Control,Junel Fe 1 / 20,10,15
Birth Control,Lutera,6,3
Birth Control,NuvaRing,5,4
High Blood Pressure,Metoprolol,6,90
Birth Control,Etonogestrel,10,2
Birth Control,Ethinyl estradiol / norethindrone,7,18
Birth Control,Ethinyl estradiol / norgestrel,10,7
High Blood Pressure,Cozaar,2,116
Birth Control,Ethinyl estradiol / norethindrone,6,7
Birth Control,Ethinyl estradiol / levonorgestrel,1,3
Birth Control,Jolessa,7,4
Birth Control,Levonorgestrel,9,12
Depression,Fluoxetine,6,127
Birth Control,Desogestrel / ethinyl estradiol,2,6
Birth Control,Ethinyl estradiol / norethindrone,10,4
Birth Control,Chateal,3,3
Birth Control,Levonorgestrel,3,0
Birth Control,Lo Loestrin Fe,1,4
Depression,Duloxetine,9,32
Birth Control,Ethinyl estradiol / levonorgestrel,9,0
Birth Control,Etonogestrel,9,0
Depression,Nefazodone,10,26
Birth Control,Taytulla,9,5
Birth Control,Mirena,6,3
Depression,Effexor XR,9,51
Birth Control,Etonogestrel,9,3
Birth Control,Mirena,1,63
Birth Control,Lo Loestrin Fe,10,6
Birth Control,Ethinyl estradiol / norethindrone,2,4
Depression,Lexapro,9,33
Birth Control,Drospirenone / ethinyl estradiol,1,2
Birth Control,Nexplanon,10,3
Birth Control,Generess Fe,9,1
Depression,Vilazodone,2,23
Depression,Escitalopram,9,94
Birth Control,Ortho Tri-Cyclen,9,24
Birth Control,Desogestrel / ethinyl estradiol,2,3
Birth Control,Depo-Provera,7,3
"Diabetes, Type 2",Invokana,5,26
"Diabetes, Type 2",Exenatide,8,32
High Blood Pressure,Amlodipine / olmesartan,10,22
Birth Control,Medroxyprogesterone,7,19
Birth Control,Ethinyl estradiol / levonorgestrel,9,10
Birth Control,Copper,10,5
"Diabetes, Type 2",Liraglutide,8,4
Depression,Venlafaxine,8,5
Birth Control,Ethinyl estradiol / norgestimate,3,0
Birth Control,Sprintec,10,4
"Diabetes, Type 2",Amaryl,1,47
Birth Control,Lo Loestrin Fe,10,10
Depression,Vilazodone,10,31
Birth Control,Tri-Sprintec,2,2
Birth Control,Implanon,8,0
Birth Control,Nexplanon,5,1
Depression,Abilify,5,19
Depression,Amitriptyline,10,141
Depression,Zoloft,8,52
Depression,Quetiapine,4,30
Birth Control,Nexplanon,8,11
Depression,Zoloft,10,174
Birth Control,Lutera,5,4
Birth Control,Ethinyl estradiol / norgestimate,10,4
Depression,Aripiprazole,9,3
Birth Control,Etonogestrel,8,4
Birth Control,Etonogestrel,1,17
Depression,Venlafaxine,1,11
Birth Control,Nexplanon,9,8
Birth Control,Lutera,8,10
"Diabetes, Type 2",Byetta,8,25
Birth Control,Ethinyl estradiol / etonogestrel,3,7
Birth Control,Junel Fe 1 / 20,2,5
Birth Control,Nexplanon,10,4
Birth Control,Copper,8,6
Birth Control,Reclipsen,2,6
Birth Control,Copper,1,8
Birth Control,Reclipsen,7,6
Depression,Bupropion,8,76
High Blood Pressure,Catapres-TTS,9,69
Birth Control,Ethinyl estradiol / levonorgestrel,10,4
Birth Control,Chateal,2,3
Depression,Aripiprazole,7,78
Birth Control,Seasonique,3,8
Birth Control,Depo-Provera,9,3
Birth Control,Implanon,9,0
"Diabetes, Type 2",Farxiga,8,33
Depression,Pristiq,2,18
"Diabetes, Type 2",Janumet,10,45
Birth Control,Drospirenone / ethinyl estradiol,9,82
Birth Control,Lo / Ovral-28,2,4
High Blood Pressure,Ramipril,10,38
"Diabetes, Type 2",Dulaglutide,1,17
Birth Control,Levonorgestrel,8,1
Birth Control,Implanon,10,3
Birth Control,Nexplanon,9,10
Birth Control,NuvaRing,5,12
Birth Control,Nexplanon,10,3
High Blood Pressure,Amlodipine,1,67
"Diabetes, Type 2",Lantus Solostar,10,13
Birth Control,Alesse,7,3
High Blood Pressure,Furosemide,5,9
Depression,Sertraline,10,123
Birth Control,Etonogestrel,3,5
Birth Control,Ortho Tri-Cyclen Lo,10,15
Depression,Pristiq,9,10
Birth Control,Ethinyl estradiol / norgestimate,8,18
Depression,Selegiline,8,80
High Blood Pressure,Olmesartan,6,55
Birth Control,Estarylla,10,10
Depression,Fluoxetine,3,39
Birth Control,Etonogestrel,2,3
Depression,Vilazodone,2,17
Depression,Bupropion,3,1
High Blood Pressure,Metoprolol,6,42
Birth Control,Seasonale,5,0
Birth Control,Depo-Provera,5,3
Birth Control,Etonogestrel,8,1
Birth Control,Etonogestrel,6,18
Birth Control,Ethinyl estradiol / norgestimate,10,3
Birth Control,Implanon,10,4
Birth Control,Nexplanon,3,2
Depression,Trintellix,3,29
Birth Control,Ethinyl estradiol / etonogestrel,8,0
Birth Control,Drospirenone / ethinyl estradiol,4,1
Birth Control,Ethinyl estradiol / etonogestrel,7,7
Depression,Citalopram,9,66
Depression,Alprazolam,10,68
Birth Control,Ethinyl estradiol / norethindrone,5,2
Birth Control,Etonogestrel,10,2
Birth Control,Mononessa,10,27
High Blood Pressure,Bisoprolol / hydrochlorothiazide,7,26
Birth Control,Ethinyl estradiol / levonorgestrel,1,3
Depression,Venlafaxine,1,59
Birth Control,LoSeasonique,1,36
Depression,Cymbalta,10,88
Birth Control,Lyza,1,11
Birth Control,Ethinyl estradiol / norethindrone,5,0
Depression,Viibryd,10,16
Depression,Zoloft,7,31
Birth Control,Desogestrel / ethinyl estradiol,4,4
Birth Control,Levonorgestrel,10,2
Birth Control,Etonogestrel,7,3
Birth Control,Junel Fe 1.5 / 30,9,3
Birth Control,Xulane,1,2
Depression,Paroxetine,6,31
Birth Control,Levonorgestrel,2,3
Birth Control,Reclipsen,7,4
Birth Control,Etonogestrel,10,2
Birth Control,Nexplanon,1,6
Depression,Lexapro,10,102
Birth Control,Skyla,9,3
Birth Control,Ethinyl estradiol / norethindrone,5,3
Birth Control,Levonorgestrel,1,1
Depression,Celexa,10,33
Birth Control,Norethindrone,10,4
Birth Control,Levonorgestrel,2,0
Birth Control,Ethinyl estradiol / norelgestromin,1,0
Birth Control,Ethinyl estradiol / norethindrone,10,8
Depression,Sertraline,7,116
Birth Control,Ethinyl estradiol / norethindrone,10,8
Depression,Tramadol,10,63
Birth Control,Ethinyl estradiol / norethindrone,1,14
Birth Control,Ethinyl estradiol / levonorgestrel,8,7
"Diabetes, Type 2",Exenatide,4,3
"Diabetes, Type 2",Empagliflozin,10,1
Depression,Aripiprazole,8,69
Birth Control,Ethinyl estradiol / etonogestrel,7,4
"Diabetes, Type 2",Victoza,9,6
"Diabetes, Type 2",Dulaglutide,5,13
Birth Control,Yaz,9,4
Birth Control,Ethinyl estradiol / norelgestromin,10,13
Birth Control,Mirena,3,7
Birth Control,Nexplanon,5,7
Birth Control,Drospirenone / ethinyl estradiol,2,4
Birth Control,Medroxyprogesterone,10,9
Birth Control,Depo-Provera,1,10
Birth Control,Ethinyl estradiol / levonorgestrel,8,1
Depression,Viibryd,1,29
Depression,Venlafaxine,10,45
Birth Control,LoSeasonique,3,1
Birth Control,Ethinyl estradiol / norgestimate,2,2
Depression,Citalopram,10,48
Birth Control,Etonogestrel,8,8
High Blood Pressure,Benicar,9,42
Birth Control,Skyla,8,6
Birth Control,Nexplanon,9,2
Birth Control,NuvaRing,1,6
"Diabetes, Type 2",Canagliflozin,2,25
Birth Control,Implanon,1,10
Birth Control,Alesse,5,6
Birth Control,Mirena,7,2
Depression,Citalopram,9,66
Birth Control,Lo Loestrin Fe,10,55
Depression,Citalopram,10,355
"Diabetes, Type 2",Exenatide,10,19
Birth Control,Etonogestrel,1,6
Depression,Quetiapine,9,17
Birth Control,Medroxyprogesterone,2,4
Birth Control,Ethinyl estradiol / norethindrone,10,3
Birth Control,Nexplanon,5,2
"Diabetes, Type 2",Invokana,1,84
Birth Control,Etonogestrel,1,8
Birth Control,TriNessa,10,4
Birth Control,Viorele,8,0
Depression,Vortioxetine,2,3
"Diabetes, Type 2",Liraglutide,10,55
Birth Control,Ethinyl estradiol / levonorgestrel,3,1
Depression,Aripiprazole,10,81
Depression,Effexor,6,11
Birth Control,Etonogestrel,10,8
Birth Control,Ortho Tri-Cyclen,3,16
Birth Control,Nexplanon,10,7
Birth Control,Implanon,10,0
Birth Control,Implanon,5,1
Birth Control,Etonogestrel,2,0
Depression,Fluvoxamine,10,1
Birth Control,Mirena,10,6
Birth Control,Ethinyl estradiol / norgestimate,2,0
"Diabetes, Type 2",Sitagliptin,10,140
Depression,Seroquel,9,17
Depression,Celexa,10,74
Birth Control,Norethindrone,1,10
Depression,Duloxetine,7,75
Birth Control,Etonogestrel,5,2
Birth Control,Ethinyl estradiol / etonogestrel,10,19
Birth Control,Copper,5,1
Depression,Olanzapine,9,42
Birth Control,Liletta,10,5
Birth Control,Medroxyprogesterone,5,15
Birth Control,Ethinyl estradiol / levonorgestrel,10,2
Birth Control,Etonogestrel,1,7
Birth Control,Etonogestrel,6,0
Birth Control,Ethinyl estradiol / etonogestrel,8,4
"Diabetes, Type 2",Glipizide,9,46
Birth Control,Ethinyl estradiol / norgestimate,1,7
Birth Control,Drospirenone / ethinyl estradiol,5,11
"Diabetes, Type 2",Bydureon,4,11
Depression,Lexapro,9,35
Birth Control,Tarina Fe 1 / 20,7,2
Depression,Desvenlafaxine,8,17
Birth Control,Levonorgestrel,7,3
Birth Control,Implanon,6,30
Birth Control,Ethinyl estradiol / norethindrone,1,0
Depression,Fluoxetine,9,33
Birth Control,Levonorgestrel,6,4
Birth Control,Ethinyl estradiol / norethindrone,1,2
Birth Control,Medroxyprogesterone,2,2
Birth Control,Ethinyl estradiol / norethindrone,8,4
Birth Control,Minastrin 24 Fe,6,3
Birth Control,Tri-Lo-Sprintec,2,3
Birth Control,Etonogestrel,1,8
Birth Control,Ethinyl estradiol / norgestimate,10,22
Birth Control,Yasmin,1,0
Birth Control,Nora-Be,10,23
Birth Control,Etonogestrel,8,4
Birth Control,Ethinyl estradiol / norgestimate,5,6
Depression,Venlafaxine,1,1
Birth Control,Implanon,1,14
Birth Control,Etonogestrel,1,7
Depression,Oleptro,1,78
Depression,Pristiq,2,14
Birth Control,Nexplanon,4,2
Birth Control,Etonogestrel,1,0
Depression,Wellbutrin,1,20
High Blood Pressure,Atacand,10,0
Depression,Symbyax,9,30
Birth Control,Medroxyprogesterone,6,9
Birth Control,Ethinyl estradiol / levonorgestrel,9,6
Birth Control,Mirena,10,1247
Birth Control,Implanon,2,12
Birth Control,Drospirenone / ethinyl estradiol,4,7
Birth Control,Copper,9,5
High Blood Pressure,Amlodipine,3,40
Birth Control,NuvaRing,6,1
Birth Control,Ethinyl estradiol / norethindrone,8,5
Birth Control,Liletta,9,2
Birth Control,Levonorgestrel,9,3
Depression,Sertraline,8,31
Depression,Cymbalta,10,34
Birth Control,Ethinyl estradiol / norethindrone,1,4
Birth Control,Drospirenone / ethinyl estradiol,9,7
Birth Control,Etonogestrel,3,0
Birth Control,Etonogestrel,4,0
Birth Control,Medroxyprogesterone,1,5
Birth Control,Etonogestrel,2,3
Birth Control,Etonogestrel,3,1
Birth Control,Ethinyl estradiol / levonorgestrel,1,2
Birth Control,Etonogestrel,6,0
Depression,Mirtazapine,6,8
Birth Control,Implanon,10,3
Depression,Duloxetine,9,42
Birth Control,Chateal,8,1
Birth Control,Medroxyprogesterone,4,21
Birth Control,Lo Loestrin Fe,8,20
High Blood Pressure,Telmisartan,8,58
Depression,Desvenlafaxine,2,14
Depression,St. john's wort,10,63
Birth Control,Ethinyl estradiol / norgestimate,1,4
Birth Control,Copper,2,0
Depression,Prozac,6,31
Birth Control,Medroxyprogesterone,10,13
Birth Control,Nexplanon,6,0
Birth Control,Etonogestrel,3,16
Birth Control,Nexplanon,2,5
Birth Control,Microgestin Fe 1 / 20,7,2
Birth Control,Etonogestrel,9,8
Birth Control,Skyla,10,2
Birth Control,Ethinyl estradiol / norgestimate,1,10
Birth Control,Medroxyprogesterone,3,5
Depression,Escitalopram,7,1
Depression,Viibryd,9,11
Birth Control,Copper,1,2
Depression,Bupropion,8,82
High Blood Pressure,Valsartan,4,46
Birth Control,ParaGard,6,9
Birth Control,Ethinyl estradiol / norethindrone,1,4
Birth Control,Norethindrone,10,15
Birth Control,Loestrin 24 Fe,9,2
Birth Control,Levonorgestrel,10,13
Birth Control,ParaGard,10,28
Birth Control,Sprintec,3,2
Birth Control,Lyza,10,13
Birth Control,Etonogestrel,10,3
High Blood Pressure,Nebivolol,10,63
Depression,Zoloft,6,18
Birth Control,Generess Fe,7,2
Birth Control,Nexplanon,8,1
Birth Control,Ethinyl estradiol / norethindrone,2,10
Birth Control,Ethinyl estradiol / levonorgestrel,4,2
Birth Control,Skyla,4,2
"Diabetes, Type 2",Trulicity,9,18
Birth Control,Levonorgestrel,9,2
Depression,Remeron,4,70
Birth Control,Ethinyl estradiol / norethindrone,4,2
Birth Control,Levonorgestrel,7,0
Birth Control,Ethinyl estradiol / etonogestrel,10,9
Birth Control,Ethinyl estradiol / norgestrel,5,2
Birth Control,Ethinyl estradiol / levonorgestrel,9,59
Depression,Trazodone,1,21
Depression,Wellbutrin,1,22
Birth Control,Quasense,8,6
Birth Control,Ethinyl estradiol / norgestimate,5,0
Birth Control,Skyla,10,9
Birth Control,Copper,9,6
Birth Control,Levonorgestrel,1,3
"Diabetes, Type 2",Liraglutide,1,5
Birth Control,Mirena,8,1
Birth Control,Ethinyl estradiol / etonogestrel,1,1
Birth Control,Loestrin 24 Fe,1,2
High Blood Pressure,Amlodipine / benazepril,3,47
Birth Control,Kyleena,5,1
Birth Control,Ethinyl estradiol / norethindrone,5,4
"Diabetes, Type 2",Amaryl,7,69
Birth Control,Ethinyl estradiol / norethindrone,1,1
Birth Control,Levonorgestrel,10,30
Birth Control,Desogestrel / ethinyl estradiol,1,6
Depression,Amitriptyline,8,47
Birth Control,Ethinyl estradiol / norgestimate,5,3
Depression,Effexor,8,24
High Blood Pressure,Lisinopril,3,32
Birth Control,Ethinyl estradiol / norgestimate,9,2
Birth Control,Desogestrel / ethinyl estradiol,2,13
Birth Control,Ethinyl estradiol / norgestimate,8,6
Birth Control,Levonorgestrel,9,3
Birth Control,Sprintec,8,1
Birth Control,Implanon,10,1
Depression,Pristiq,8,111
Depression,Venlafaxine,1,40
Birth Control,Drospirenone / ethinyl estradiol,10,9
Depression,Trintellix,1,28
Depression,Desvenlafaxine,8,0
Birth Control,NuvaRing,10,2
Birth Control,Levonorgestrel,10,12
Depression,Tramadol,7,59
Birth Control,Etonogestrel,5,4
Birth Control,Ethinyl estradiol / norgestimate,8,0
Depression,Desipramine,10,5
Birth Control,Ethinyl estradiol / levonorgestrel,2,1
Depression,Lamotrigine,10,3
Depression,Mirtazapine,10,16
Birth Control,Levonorgestrel,9,5
Depression,Citalopram,2,6
Birth Control,ParaGard,3,2
Birth Control,Tri-Sprintec,10,8
Birth Control,Desogestrel / ethinyl estradiol,4,2
Birth Control,NuvaRing,9,1
Birth Control,Liletta,8,1
Birth Control,Implanon,10,0
Birth Control,Ethinyl estradiol / levonorgestrel,10,1
Birth Control,Mirena,9,4
Birth Control,Copper,10,5
Birth Control,Ethinyl estradiol / norethindrone,2,13
Birth Control,Mirena,7,5
Birth Control,Etonogestrel,2,8
Birth Control,Sprintec,1,4
Depression,Fluoxetine,3,23
Birth Control,Ethinyl estradiol / norethindrone,2,2
High Blood Pressure,Cardizem LA,2,16
Depression,St. john's wort,9,5
Depression,Prozac,7,14
High Blood Pressure,Hydrochlorothiazide / lisinopril,8,63
Birth Control,Implanon,10,20
Birth Control,Ortho Evra,9,6
Birth Control,Skyla,5,1
Birth Control,Nexplanon,2,5
